,idx,class_label,presence_terminal_loop,start_loop_upperhalf_col,highest_point_loop_upperhalf_row,highest_point_loop_upperhalf_col,loop_length,loop_width,gap_start,palindrome_score,asymmetric,large_asymmetric_bulge,largest_asym_bulge_strand_location,largest_asym_bulge_sequence_location,stem_begin,stem_end,stem_length,total_length,base_pairs_in_stem,base_pairs_wobbles_in_stem,AU_pair_begin_maturemiRNA,UGU
2925,2925,0,True,5.0,2.0,3.0,22.0,6.0,,0.6938775510204082,False,2.0,upper,34.0,48,6,42,48,0.3023255813953488,0.3023255813953488,True,False
2926,2926,1,True,5.0,4.0,4.0,18.0,6.0,,0.85,False,,,,99,6,93,99,0.6382978723404256,0.723404255319149,False,False
2927,2927,0,True,3.0,4.0,2.0,18.0,4.0,,0.6458333333333334,False,3.0,lower,44.0,47,4,43,47,0.38636363636363635,0.4772727272727273,False,False
2928,2928,1,True,8.0,0.0,5.0,25.0,9.0,,0.9361702127659575,False,,,,46,9,37,46,0.7894736842105263,0.8421052631578947,True,False
2929,2929,0,False,,,,,,4.0,0.28846153846153844,True,5.0,upper,21.0,51,0,51,51,0.0784313725490196,0.13725490196078433,False,False
2930,2930,1,True,6.0,0.0,3.0,25.0,7.0,,0.8448275862068966,False,,,,57,7,50,57,0.5490196078431373,0.6666666666666666,False,False
2931,2931,0,True,5.0,4.0,4.0,18.0,6.0,,0.6538461538461539,False,,,,51,6,45,51,0.5,0.5652173913043478,True,False
2932,2932,1,True,7.0,1.0,4.0,24.0,8.0,,0.9215686274509803,False,,,,50,8,42,50,0.6976744186046512,0.7906976744186046,True,False
2933,2933,0,True,2.0,4.0,1.0,18.0,3.0,,0.625,False,5.0,upper,14.0,39,3,36,39,0.4594594594594595,0.4594594594594595,False,False
2934,2934,0,True,5.0,4.0,4.0,18.0,6.0,,0.6458333333333334,False,5.0,upper,41.0,47,6,41,47,0.40476190476190477,0.47619047619047616,True,False
2935,2935,0,True,3.0,4.0,2.0,18.0,4.0,,0.2923076923076923,True,,,,64,4,60,64,0.18032786885245902,0.22950819672131148,False,True
2936,2936,0,True,2.0,4.0,1.0,18.0,3.0,,0.5769230769230769,False,2.0,lower,22.0,51,3,48,51,0.42857142857142855,0.5306122448979592,False,False
2937,2937,0,False,,,,,,5.0,0.21428571428571427,True,24.0,upper,43.0,55,0,55,55,0.14545454545454545,0.18181818181818182,False,False
2938,2938,0,False,,,,,,14.0,0.4166666666666667,False,6.0,upper,7.0,23,0,23,23,0.0,0.08695652173913043,False,False
2939,2939,1,True,4.0,2.0,2.0,22.0,5.0,,0.8888888888888888,False,,,,44,5,39,44,0.7,0.775,True,True
2940,2940,1,True,4.0,2.0,2.0,22.0,5.0,,0.8367346938775511,False,,,,48,5,43,48,0.7045454545454546,0.75,True,True
2941,2941,1,True,2.0,4.0,1.0,18.0,3.0,,0.7450980392156863,False,8.0,lower,38.0,50,3,47,50,0.5208333333333334,0.5416666666666666,False,False
2942,2942,1,False,,,,,,5.0,0.47297297297297297,False,5.0,upper,59.0,73,0,73,73,0.0958904109589041,0.1643835616438356,False,False
2943,2943,1,True,7.0,1.0,4.0,24.0,8.0,,0.8166666666666667,False,,,,59,8,51,59,0.5192307692307693,0.5769230769230769,True,False
2944,2944,1,True,3.0,4.0,2.0,18.0,4.0,,0.7093023255813954,False,7.0,lower,81.0,85,4,81,85,0.4878048780487805,0.6097560975609756,False,False
2945,2945,1,True,5.0,4.0,4.0,18.0,6.0,,0.8157894736842105,False,,,,37,6,31,37,0.6875,0.6875,True,True
2946,2946,1,True,8.0,0.0,4.0,25.0,9.0,,0.8857142857142857,False,,,,34,9,25,34,0.7692307692307693,0.7692307692307693,False,False
2947,2947,1,True,9.0,0.0,6.0,25.0,10.0,,0.7580645161290323,False,2.0,upper,58.0,61,10,51,61,0.5384615384615384,0.6346153846153846,False,False
2948,2948,0,True,12.0,0.0,9.0,25.0,13.0,,0.4482758620689655,False,12.0,lower,29.0,57,13,44,57,0.26666666666666666,0.28888888888888886,False,False
2949,2949,1,False,,,,,,12.0,0.48717948717948717,False,4.0,lower,6.0,77,0,77,77,0.15584415584415584,0.2077922077922078,True,False
2950,2950,0,True,4.0,2.0,2.0,22.0,5.0,,0.6363636363636364,False,,,,43,5,38,43,0.4358974358974359,0.5897435897435898,True,True
2951,2951,0,True,7.0,2.0,5.0,22.0,8.0,,0.7142857142857143,False,,,,48,8,40,48,0.4878048780487805,0.6097560975609756,False,False
2952,2952,1,True,6.0,0.0,3.0,25.0,7.0,,1.0,False,,,,44,7,37,44,0.7894736842105263,0.8421052631578947,False,True
2953,2953,1,True,11.0,0.0,7.0,25.0,12.0,,1.0,False,,,,49,12,37,49,0.7631578947368421,0.7631578947368421,True,False
2954,2954,0,False,,,,,,6.0,0.4358974358974359,False,2.0,upper,24.0,38,0,38,38,0.18421052631578946,0.21052631578947367,False,False
2955,2955,1,True,2.0,4.0,1.0,18.0,3.0,,0.9154929577464789,False,,,,70,3,67,70,0.6176470588235294,0.6617647058823529,True,False
2956,2956,1,True,11.0,0.0,8.0,25.0,12.0,,0.8181818181818182,False,5.0,upper,56.0,65,12,53,65,0.6111111111111112,0.6666666666666666,True,True
2957,2957,0,False,,,,,,14.0,0.32,True,13.0,upper,32.0,49,0,49,49,0.04081632653061224,0.10204081632653061,False,False
2958,2958,0,True,18.0,0.0,15.0,25.0,19.0,,0.7857142857142857,False,1.0,upper,32.0,55,19,36,55,0.43243243243243246,0.6486486486486487,False,False
2959,2959,0,False,,,,,,4.0,0.2857142857142857,True,13.0,lower,41.0,48,0,48,48,0.020833333333333332,0.0625,False,False
2960,2960,1,False,,,,,,3.0,0.7878787878787878,False,1.0,upper,25.0,65,0,65,65,0.4153846153846154,0.5230769230769231,False,False
2961,2961,1,True,3.0,4.0,2.0,18.0,4.0,,0.8260869565217391,False,,,,45,4,41,45,0.5476190476190477,0.6428571428571429,False,True
2962,2962,1,True,2.0,4.0,1.0,18.0,3.0,,0.7435897435897436,False,,,,77,3,74,77,0.5066666666666667,0.6266666666666667,True,False
2963,2963,0,True,4.0,2.0,2.0,22.0,5.0,,0.5666666666666667,False,,,,59,5,54,59,0.45454545454545453,0.5272727272727272,False,False
2964,2964,0,False,,,,,,4.0,0.21951219512195122,True,9.0,upper,17.0,40,0,40,40,0.05,0.075,False,False
2965,2965,0,False,,,,,,6.0,0.42028985507246375,False,5.0,upper,25.0,68,0,68,68,0.07352941176470588,0.1323529411764706,False,False
2966,2966,0,False,,,,,,10.0,0.35294117647058826,True,5.0,lower,25.0,50,0,50,50,0.06,0.08,False,False
2967,2967,1,True,7.0,0.0,4.0,25.0,8.0,,0.9183673469387755,False,,,,48,8,40,48,0.7073170731707317,0.8292682926829268,True,True
2968,2968,0,False,,,,,,8.0,0.47058823529411764,False,4.0,lower,20.0,50,0,50,50,0.24,0.28,False,False
2969,2969,0,True,16.0,0.0,13.0,25.0,17.0,,0.7346938775510204,False,,,,48,17,31,48,0.5625,0.59375,False,False
2970,2970,0,True,6.0,0.0,3.0,25.0,7.0,,0.7916666666666666,False,,,,47,7,40,47,0.5609756097560976,0.6097560975609756,False,False
2971,2971,0,True,5.0,2.0,3.0,22.0,6.0,,0.6956521739130435,False,,,,45,6,39,45,0.55,0.625,False,False
2972,2972,1,True,7.0,0.0,4.0,25.0,8.0,,0.8,False,,,,44,8,36,44,0.5675675675675675,0.5945945945945946,True,False
2973,2973,1,False,,,,,,11.0,0.5308641975308642,False,3.0,upper,5.0,80,0,80,80,0.2875,0.35,True,False
2974,2974,1,True,11.0,0.0,8.0,25.0,12.0,,1.0,False,,,,49,12,37,49,0.8157894736842105,0.9210526315789473,True,False
2975,2975,0,False,,,,,,16.0,0.2465753424657534,True,8.0,lower,8.0,72,0,72,72,0.1111111111111111,0.16666666666666666,False,False
2976,2976,1,False,,,,,,16.0,0.453125,False,8.0,upper,8.0,63,0,63,63,0.047619047619047616,0.14285714285714285,False,False
2977,2977,0,False,,,,,,4.0,0.4084507042253521,False,13.0,lower,54.0,70,0,70,70,0.04285714285714286,0.08571428571428572,False,False
2978,2978,0,False,,,,,,3.0,0.45454545454545453,False,5.0,upper,26.0,43,0,43,43,0.06976744186046512,0.13953488372093023,False,False
2979,2979,1,True,2.0,4.0,1.0,18.0,3.0,,0.8947368421052632,False,,,,37,3,34,37,0.5428571428571428,0.6571428571428571,False,False
2980,2980,0,False,,,,,,3.0,0.3157894736842105,True,4.0,upper,44.0,56,0,56,56,0.14285714285714285,0.19642857142857142,False,False
2981,2981,1,True,3.0,4.0,2.0,18.0,4.0,,0.9393939393939394,False,,,,32,4,28,32,0.5517241379310345,0.6551724137931034,False,False
2982,2982,1,True,19.0,0.0,16.0,25.0,20.0,,0.7448979591836735,False,6.0,upper,51.0,97,20,77,97,0.4230769230769231,0.5897435897435898,False,True
2983,2983,1,True,5.0,3.0,3.0,20.0,6.0,,0.9245283018867925,False,,,,52,6,46,52,0.5957446808510638,0.6808510638297872,True,True
2984,2984,0,True,35.0,0.0,32.0,25.0,36.0,,0.9111111111111111,False,,,,44,36,8,44,0.5555555555555556,0.5555555555555556,False,False
2985,2985,1,True,12.0,0.0,9.0,25.0,13.0,,0.8918918918918919,False,,,,36,13,23,36,0.625,0.6666666666666666,False,True
2986,2986,0,True,3.0,4.0,2.0,18.0,4.0,,0.53125,False,11.0,upper,57.0,63,4,59,63,0.43333333333333335,0.48333333333333334,True,False
2987,2987,1,True,8.0,0.0,5.0,25.0,9.0,,0.84,False,,,,49,9,40,49,0.7317073170731707,0.7560975609756098,False,True
2988,2988,1,True,6.0,0.0,3.0,25.0,7.0,,0.8604651162790697,False,,,,42,7,35,42,0.4722222222222222,0.6944444444444444,True,False
2989,2989,0,False,,,,,,7.0,0.07272727272727272,True,3.0,upper,5.0,54,0,54,54,0.018518518518518517,0.018518518518518517,False,False
2990,2990,0,False,,,,,,6.0,0.45714285714285713,False,2.0,upper,63.0,69,0,69,69,0.13043478260869565,0.2463768115942029,False,False
2991,2991,1,True,10.0,0.0,5.0,25.0,11.0,,0.9354838709677419,False,,,,61,11,50,61,0.6666666666666666,0.7450980392156863,False,True
2992,2992,1,True,3.0,5.0,2.0,16.0,4.0,,0.8045977011494253,False,2.0,lower,17.0,86,4,82,86,0.5903614457831325,0.7228915662650602,False,False
2993,2993,0,False,,,,,,2.0,0.2222222222222222,True,10.0,lower,21.0,26,0,26,26,0.038461538461538464,0.038461538461538464,False,False
2994,2994,1,True,10.0,0.0,6.0,25.0,11.0,,0.9047619047619048,False,,,,62,11,51,62,0.4807692307692308,0.5576923076923077,True,False
2995,2995,1,True,2.0,4.0,1.0,18.0,3.0,,0.7377049180327869,False,12.0,upper,28.0,60,3,57,60,0.5172413793103449,0.6206896551724138,True,False
2996,2996,1,True,10.0,0.0,5.0,25.0,11.0,,0.8947368421052632,False,,,,37,11,26,37,0.7037037037037037,0.7777777777777778,True,False
2997,2997,1,True,5.0,2.0,3.0,22.0,6.0,,0.9019607843137255,False,,,,50,6,44,50,0.6222222222222222,0.7333333333333333,True,True
2998,2998,1,False,,,,,,6.0,0.6078431372549019,False,,,,50,0,50,50,0.12,0.2,False,False
2999,2999,1,True,3.0,4.0,2.0,18.0,4.0,,0.6086956521739131,False,1.0,lower,14.0,45,4,41,45,0.38095238095238093,0.4523809523809524,False,False
3000,3000,0,True,9.0,0.0,5.0,25.0,10.0,,0.559322033898305,False,,,,58,10,48,58,0.2653061224489796,0.3673469387755102,False,True
3001,3001,0,False,,,,,,3.0,0.47619047619047616,False,,,,20,0,20,20,0.15,0.2,False,False
3002,3002,1,False,,,,,,7.0,0.49,False,9.0,lower,59.0,99,0,99,99,0.08080808080808081,0.24242424242424243,False,False
3003,3003,0,False,,,,,,3.0,0.39285714285714285,True,,,,27,0,27,27,0.18518518518518517,0.18518518518518517,False,False
3004,3004,1,True,7.0,0.0,4.0,25.0,8.0,,0.7346938775510204,False,11.0,lower,39.0,97,8,89,97,0.4666666666666667,0.5666666666666667,True,False
3005,3005,1,True,3.0,4.0,2.0,18.0,4.0,,0.8266666666666667,False,2.0,upper,58.0,74,4,70,74,0.5633802816901409,0.647887323943662,False,True
3006,3006,1,True,6.0,0.0,3.0,25.0,7.0,,0.9047619047619048,False,,,,83,7,76,83,0.7012987012987013,0.7792207792207793,True,True
3007,3007,0,True,3.0,4.0,2.0,18.0,4.0,,0.6071428571428571,False,2.0,lower,29.0,55,4,51,55,0.4807692307692308,0.5384615384615384,False,False
3008,3008,0,False,,,,,,4.0,0.4074074074074074,False,,,,26,0,26,26,0.15384615384615385,0.19230769230769232,False,False
3009,3009,1,True,9.0,0.0,6.0,25.0,10.0,,0.9743589743589743,False,,,,38,10,28,38,0.6896551724137931,0.8275862068965517,True,False
3010,3010,0,True,5.0,2.0,3.0,22.0,6.0,,0.7857142857142857,False,1.0,lower,19.0,41,6,35,41,0.3333333333333333,0.4166666666666667,False,True
3011,3011,0,False,,,,,,5.0,0.375,True,9.0,lower,20.0,47,0,47,47,0.1276595744680851,0.1702127659574468,False,False
3012,3012,1,True,2.0,4.0,1.0,18.0,3.0,,0.7631578947368421,False,,,,37,3,34,37,0.4,0.6857142857142857,False,True
3013,3013,1,False,,,,,,13.0,0.5789473684210527,False,5.0,upper,6.0,56,0,56,56,0.21428571428571427,0.2857142857142857,False,False
3014,3014,1,False,,,,,,4.0,0.63,False,3.0,upper,90.0,99,0,99,99,0.20202020202020202,0.3434343434343434,False,False
3015,3015,0,False,,,,,,4.0,0.4603174603174603,False,4.0,lower,23.0,62,0,62,62,0.0967741935483871,0.16129032258064516,False,False
3016,3016,1,True,4.0,2.0,2.0,22.0,5.0,,0.7884615384615384,False,,,,51,5,46,51,0.5957446808510638,0.6595744680851063,False,False
3017,3017,0,True,3.0,4.0,2.0,18.0,4.0,,0.5957446808510638,False,9.0,lower,40.0,46,4,42,46,0.4186046511627907,0.4418604651162791,True,False
3018,3018,0,False,,,,,,4.0,0.3620689655172414,True,6.0,upper,52.0,57,0,57,57,0.05263157894736842,0.10526315789473684,False,False
3019,3019,0,False,,,,,,8.0,0.45161290322580644,False,,,,30,0,30,30,0.06666666666666667,0.16666666666666666,False,False
3020,3020,0,True,4.0,2.0,2.0,22.0,5.0,,0.325,True,20.0,lower,23.0,39,5,34,39,0.11428571428571428,0.11428571428571428,False,False
3021,3021,0,True,9.0,0.0,6.0,25.0,10.0,,0.8372093023255814,False,,,,42,10,32,42,0.5454545454545454,0.6363636363636364,False,False
3022,3022,1,True,2.0,4.0,1.0,18.0,3.0,,0.7321428571428571,False,1.0,lower,43.0,55,3,52,55,0.5849056603773585,0.660377358490566,True,True
3023,3023,1,True,5.0,2.0,3.0,22.0,6.0,,0.7741935483870968,False,,,,61,6,55,61,0.5535714285714286,0.6071428571428571,False,True
3024,3024,0,False,,,,,,4.0,0.3235294117647059,True,4.0,upper,16.0,33,0,33,33,0.15151515151515152,0.15151515151515152,False,False
3025,3025,1,True,3.0,4.0,2.0,18.0,4.0,,0.8135593220338984,False,,,,58,4,54,58,0.6727272727272727,0.7636363636363637,True,True
3026,3026,0,True,3.0,4.0,2.0,18.0,4.0,,0.6862745098039216,False,,,,50,4,46,50,0.3404255319148936,0.425531914893617,False,False
3027,3027,0,True,3.0,4.0,2.0,18.0,4.0,,0.5272727272727272,False,,,,54,4,50,54,0.39215686274509803,0.45098039215686275,False,False
3028,3028,1,True,7.0,2.0,5.0,22.0,8.0,,0.9333333333333333,False,,,,44,8,36,44,0.7027027027027027,0.8108108108108109,True,False
3029,3029,1,True,3.0,4.0,2.0,18.0,4.0,,0.7529411764705882,False,7.0,lower,49.0,84,4,80,84,0.5802469135802469,0.654320987654321,True,False
3030,3030,1,True,12.0,0.0,9.0,25.0,13.0,,0.8548387096774194,False,1.0,lower,54.0,61,13,48,61,0.673469387755102,0.7142857142857143,True,True
3031,3031,0,True,4.0,2.0,2.0,22.0,5.0,,0.2727272727272727,True,,,,65,5,60,65,0.14754098360655737,0.19672131147540983,False,False
3032,3032,1,True,3.0,4.0,2.0,18.0,4.0,,0.6582278481012658,False,9.0,lower,73.0,78,4,74,78,0.48,0.6133333333333333,False,False
3033,3033,1,True,8.0,0.0,4.0,25.0,9.0,,0.7647058823529411,False,,,,50,9,41,50,0.5238095238095238,0.6666666666666666,False,False
3034,3034,0,False,,,,,,9.0,0.23170731707317074,True,16.0,upper,34.0,81,0,81,81,0.1111111111111111,0.13580246913580246,False,False
3035,3035,0,True,10.0,0.0,7.0,25.0,11.0,,0.68,False,3.0,lower,36.0,49,11,38,49,0.28205128205128205,0.38461538461538464,True,False
3036,3036,1,True,6.0,0.0,3.0,25.0,7.0,,0.8275862068965517,False,,,,86,7,79,86,0.65,0.725,False,False
3037,3037,0,False,,,,,,4.0,0.2911392405063291,True,24.0,lower,49.0,78,0,78,78,0.10256410256410256,0.11538461538461539,False,False
3038,3038,1,True,8.0,0.0,5.0,25.0,9.0,,0.8125,False,,,,47,9,38,47,0.6923076923076923,0.717948717948718,True,False
3039,3039,0,False,,,,,,9.0,0.2222222222222222,True,5.0,lower,39.0,44,0,44,44,0.045454545454545456,0.09090909090909091,False,False
3040,3040,0,True,6.0,0.0,3.0,25.0,7.0,,0.6833333333333333,False,,,,59,7,52,59,0.41509433962264153,0.5283018867924528,True,True
3041,3041,1,True,9.0,0.0,6.0,25.0,10.0,,0.82,False,,,,49,10,39,49,0.65,0.725,True,True
3042,3042,1,False,,,,,,7.0,0.639344262295082,False,1.0,upper,34.0,60,0,60,60,0.2833333333333333,0.35,False,False
3043,3043,0,True,2.0,4.0,1.0,18.0,3.0,,0.7441860465116279,False,,,,42,3,39,42,0.45,0.55,False,True
3044,3044,0,True,5.0,2.0,3.0,22.0,6.0,,0.5384615384615384,False,2.0,upper,16.0,51,6,45,51,0.3695652173913043,0.41304347826086957,False,False
3045,3045,0,True,5.0,2.0,3.0,22.0,6.0,,0.7619047619047619,False,1.0,upper,33.0,41,6,35,41,0.3611111111111111,0.5,False,False
3046,3046,0,False,,,,,,4.0,0.37735849056603776,True,6.0,upper,45.0,52,0,52,52,0.09615384615384616,0.19230769230769232,False,False
3047,3047,0,False,,,,,,7.0,0.3684210526315789,True,,,,18,0,18,18,0.16666666666666666,0.2222222222222222,False,False
3048,3048,1,True,2.0,4.0,1.0,18.0,3.0,,0.8928571428571429,False,,,,55,3,52,55,0.7547169811320755,0.7735849056603774,True,False
3049,3049,0,True,4.0,2.0,2.0,22.0,5.0,,0.7368421052631579,False,,,,37,5,32,37,0.48484848484848486,0.6060606060606061,False,True
3050,3050,1,True,4.0,2.0,2.0,22.0,5.0,,0.7916666666666666,False,3.0,lower,38.0,47,5,42,47,0.4418604651162791,0.627906976744186,False,True
3051,3051,1,True,13.0,0.0,10.0,25.0,14.0,,0.9387755102040817,False,,,,48,14,34,48,0.7428571428571429,0.8857142857142857,True,False
3052,3052,0,True,4.0,2.0,2.0,22.0,5.0,,0.5254237288135594,False,9.0,lower,29.0,58,5,53,58,0.35185185185185186,0.4074074074074074,True,False
3053,3053,0,True,6.0,0.0,3.0,25.0,7.0,,0.6538461538461539,False,4.0,lower,49.0,51,7,44,51,0.5333333333333333,0.5777777777777777,False,False
3054,3054,0,False,,,,,,2.0,0.4032258064516129,False,3.0,lower,15.0,61,0,61,61,0.06557377049180328,0.08196721311475409,False,False
3055,3055,1,True,3.0,4.0,2.0,18.0,4.0,,0.725,False,,,,39,4,35,39,0.5833333333333334,0.6666666666666666,False,False
3056,3056,1,True,10.0,0.0,7.0,25.0,11.0,,0.8611111111111112,False,,,,35,11,24,35,0.64,0.64,False,False
3057,3057,1,True,12.0,0.0,9.0,25.0,13.0,,0.9111111111111111,False,,,,44,13,31,44,0.75,0.84375,False,True
3058,3058,0,True,3.0,4.0,2.0,18.0,4.0,,0.782608695652174,False,,,,45,4,41,45,0.5952380952380952,0.6428571428571429,True,False
3059,3059,1,True,3.0,4.0,2.0,18.0,4.0,,0.8375,False,,,,79,4,75,79,0.7236842105263158,0.7631578947368421,True,False
3060,3060,1,True,9.0,0.0,6.0,25.0,10.0,,0.8918918918918919,False,,,,36,10,26,36,0.7037037037037037,0.7777777777777778,False,False
3061,3061,0,False,,,,,,4.0,0.38181818181818183,True,1.0,lower,36.0,54,0,54,54,0.09259259259259259,0.18518518518518517,False,False
3062,3062,1,False,,,,,,10.0,0.6219512195121951,False,2.0,lower,5.0,81,0,81,81,0.35802469135802467,0.43209876543209874,False,False
3063,3063,1,True,3.0,4.0,2.0,18.0,4.0,,0.90625,False,,,,31,4,27,31,0.6428571428571429,0.7857142857142857,True,False
3064,3064,1,False,,,,,,4.0,0.38596491228070173,True,8.0,upper,36.0,56,0,56,56,0.07142857142857142,0.125,False,False
3065,3065,1,True,2.0,4.0,1.0,18.0,3.0,,0.7580645161290323,False,1.0,upper,51.0,61,3,58,61,0.576271186440678,0.5932203389830508,False,False
3066,3066,0,True,4.0,2.0,2.0,22.0,5.0,,0.62,False,1.0,upper,47.0,49,5,44,49,0.4666666666666667,0.4888888888888889,True,False
3067,3067,0,True,3.0,4.0,2.0,18.0,4.0,,0.9230769230769231,False,,,,38,4,34,38,0.5714285714285714,0.6857142857142857,False,False
3068,3068,1,True,3.0,4.0,2.0,18.0,4.0,,0.9148936170212766,False,,,,46,4,42,46,0.6511627906976745,0.7674418604651163,False,False
3069,3069,0,False,,,,,,10.0,0.44,False,2.0,upper,5.0,49,0,49,49,0.14285714285714285,0.2857142857142857,False,False
3070,3070,0,False,,,,,,7.0,0.36585365853658536,True,11.0,lower,24.0,40,0,40,40,0.05,0.05,False,False
3071,3071,1,True,2.0,4.0,1.0,18.0,3.0,,0.7857142857142857,False,,,,55,3,52,55,0.5660377358490566,0.6981132075471698,False,False
3072,3072,1,True,4.0,2.0,2.0,22.0,5.0,,0.85,False,,,,59,5,54,59,0.6,0.6363636363636364,False,False
3073,3073,0,True,3.0,6.0,0.0,14.0,4.0,,0.5084745762711864,False,,,,58,4,54,58,0.4,0.45454545454545453,False,False
3074,3074,0,False,,,,,,3.0,0.5434782608695652,False,,,,45,0,45,45,0.2222222222222222,0.28888888888888886,False,False
3075,3075,0,True,12.0,0.0,9.0,25.0,13.0,,0.8269230769230769,False,,,,51,13,38,51,0.38461538461538464,0.4358974358974359,False,False
3076,3076,1,False,,,,,,3.0,0.53,False,4.0,lower,88.0,99,0,99,99,0.08080808080808081,0.15151515151515152,False,False
3077,3077,1,True,2.0,4.0,1.0,18.0,3.0,,0.8243243243243243,False,,,,73,3,70,73,0.6619718309859155,0.7464788732394366,True,False
3078,3078,0,True,8.0,0.0,5.0,25.0,9.0,,0.5957446808510638,False,10.0,upper,28.0,46,9,37,46,0.18421052631578946,0.21052631578947367,False,False
3079,3079,1,True,8.0,0.0,5.0,25.0,9.0,,0.9545454545454546,False,,,,43,9,34,43,0.6857142857142857,0.8,True,False
3080,3080,0,False,,,,,,10.0,0.21621621621621623,True,2.0,lower,5.0,36,0,36,36,0.08333333333333333,0.08333333333333333,False,False
3081,3081,0,True,7.0,1.0,4.0,24.0,8.0,,0.6976744186046512,False,1.0,upper,39.0,42,8,34,42,0.5142857142857142,0.6,False,False
3082,3082,0,False,,,,,,8.0,0.29310344827586204,True,6.0,upper,26.0,57,0,57,57,0.10526315789473684,0.12280701754385964,False,False
3083,3083,1,True,10.0,0.0,7.0,25.0,11.0,,0.9777777777777777,False,,,,44,11,33,44,0.5588235294117647,0.6764705882352942,False,False
3084,3084,1,True,3.0,6.0,2.0,14.0,4.0,,0.9491525423728814,False,,,,58,4,54,58,0.6181818181818182,0.7090909090909091,False,False
3085,3085,0,False,,,,,,9.0,0.2765957446808511,True,8.0,lower,40.0,46,0,46,46,0.13043478260869565,0.21739130434782608,False,False
3086,3086,1,False,,,,,,4.0,0.61,False,1.0,lower,72.0,99,0,99,99,0.2222222222222222,0.30303030303030304,True,False
3087,3087,0,False,,,,,,4.0,0.375,True,6.0,lower,36.0,39,0,39,39,0.05128205128205128,0.1282051282051282,False,False
3088,3088,0,True,2.0,4.0,1.0,18.0,3.0,,0.6956521739130435,False,2.0,lower,43.0,45,3,42,45,0.3488372093023256,0.4186046511627907,False,False
3089,3089,1,True,8.0,0.0,5.0,25.0,9.0,,0.9166666666666666,False,,,,47,9,38,47,0.7692307692307693,0.7948717948717948,False,False
3090,3090,1,True,5.0,4.0,4.0,18.0,6.0,,0.84,False,,,,49,6,43,49,0.45454545454545453,0.6363636363636364,False,False
3091,3091,0,False,,,,,,6.0,0.2857142857142857,True,3.0,upper,30.0,34,0,34,34,0.029411764705882353,0.08823529411764706,False,False
3092,3092,0,True,9.0,0.0,5.0,25.0,10.0,,0.5901639344262295,False,10.0,upper,36.0,60,10,50,60,0.37254901960784315,0.45098039215686275,True,False
3093,3093,0,False,,,,,,3.0,0.39473684210526316,True,2.0,upper,28.0,37,0,37,37,0.08108108108108109,0.08108108108108109,False,False
3094,3094,0,True,5.0,2.0,3.0,22.0,6.0,,0.7169811320754716,False,,,,52,6,46,52,0.5106382978723404,0.6170212765957447,False,False
3095,3095,0,False,,,,,,9.0,0.421875,False,1.0,lower,4.0,63,0,63,63,0.09523809523809523,0.1111111111111111,False,False
3096,3096,1,True,2.0,4.0,1.0,18.0,3.0,,0.75,False,9.0,lower,53.0,63,3,60,63,0.6229508196721312,0.6557377049180327,True,False
3097,3097,0,False,,,,,,5.0,0.5172413793103449,False,,,,28,0,28,28,0.07142857142857142,0.14285714285714285,False,False
3098,3098,0,False,,,,,,6.0,0.3181818181818182,True,,,,21,0,21,21,0.14285714285714285,0.19047619047619047,False,False
3099,3099,1,True,15.0,0.0,12.0,25.0,16.0,,0.94,False,,,,49,16,33,49,0.7647058823529411,0.8823529411764706,True,False
3100,3100,1,True,9.0,0.0,6.0,25.0,10.0,,0.9555555555555556,False,,,,44,10,34,44,0.6285714285714286,0.7428571428571429,True,False
3101,3101,0,False,,,,,,4.0,0.3225806451612903,True,9.0,lower,48.0,61,0,61,61,0.06557377049180328,0.11475409836065574,False,False
3102,3102,0,True,4.0,2.0,2.0,22.0,5.0,,0.6909090909090909,False,2.0,upper,14.0,54,5,49,54,0.46,0.56,False,False
3103,3103,1,True,18.0,0.0,15.0,25.0,19.0,,1.0,False,,,,45,19,26,45,0.7037037037037037,0.9259259259259259,False,False
3104,3104,1,True,8.0,0.0,5.0,25.0,9.0,,0.896551724137931,False,,,,57,9,48,57,0.7755102040816326,0.8163265306122449,False,False
3105,3105,1,True,5.0,4.0,4.0,18.0,6.0,,0.8043478260869565,False,,,,45,6,39,45,0.625,0.725,True,False
3106,3106,1,True,7.0,0.0,4.0,25.0,8.0,,0.975609756097561,False,,,,40,8,32,40,0.8181818181818182,0.9090909090909091,True,False
3107,3107,0,True,12.0,0.0,9.0,25.0,13.0,,0.6949152542372882,False,1.0,lower,42.0,58,13,45,58,0.45652173913043476,0.5434782608695652,False,False
3108,3108,1,True,4.0,2.0,2.0,22.0,5.0,,0.8333333333333334,False,,,,47,5,42,47,0.627906976744186,0.6976744186046512,False,False
3109,3109,1,False,,,,,,2.0,0.58,False,2.0,lower,53.0,99,0,99,99,0.25252525252525254,0.29292929292929293,True,False
3110,3110,1,True,10.0,0.0,7.0,25.0,11.0,,0.7976190476190477,False,3.0,lower,50.0,83,11,72,83,0.5616438356164384,0.6438356164383562,False,False
3111,3111,0,False,,,,,,4.0,0.40384615384615385,False,4.0,lower,25.0,51,0,51,51,0.11764705882352941,0.21568627450980393,False,False
3112,3112,0,False,,,,,,6.0,0.49230769230769234,False,7.0,lower,48.0,64,0,64,64,0.171875,0.234375,False,False
3113,3113,1,True,5.0,4.0,3.0,18.0,6.0,,0.574468085106383,False,24.0,lower,68.0,93,6,87,93,0.3977272727272727,0.4431818181818182,False,False
